Date,Open,High,Low,Close,Adj Close,Volume
2022-05-10,74.000000,74.699997,71.139999,73.309998,73.131813,6837100
2022-05-11,73.760002,74.580002,72.059998,72.440002,72.263931,7766000
2022-05-12,71.739998,74.209999,71.169998,73.279999,73.101891,8625300
2022-05-13,74.389999,75.970001,74.150002,75.050003,74.867592,5176900
2022-05-16,74.309998,75.400002,73.730003,74.629997,74.448608,6511500
2022-05-17,76.209999,77.199997,75.790001,76.400002,76.214310,4497300
2022-05-18,75.650002,76.519997,74.820000,75.199997,75.017227,7063300
2022-05-19,75.000000,76.540001,74.449997,75.739998,75.555908,6225700
2022-05-20,76.110001,76.440002,73.269997,75.250000,75.067108,7340800
2022-05-23,76.019997,76.400002,75.010002,75.459999,75.276588,5275400
2022-05-24,74.730003,74.870003,72.059998,74.519997,74.338875,6129100
2022-05-25,73.470001,74.589996,72.620003,74.529999,74.348846,7096000
2022-05-26,75.220001,77.709999,74.699997,77.010002,76.822830,4690300
2022-05-27,77.290001,78.779999,76.989998,78.760002,78.568573,4871900
2022-05-31,77.949997,79.040001,77.760002,78.290001,78.099716,5191000
2022-06-01,79.080002,79.440002,76.690002,77.519997,77.331581,5928000
2022-06-02,78.019997,78.660004,77.169998,78.000000,77.810417,6166100
2022-06-03,76.739998,77.150002,75.669998,76.970001,76.782921,5272600
2022-06-06,77.910004,78.290001,76.769997,77.000000,76.812851,4744100
2022-06-07,76.910004,78.150002,76.169998,78.000000,77.810417,5125800
2022-06-08,76.690002,78.279999,76.519997,77.160004,76.972466,3376000
2022-06-09,76.889999,77.050003,74.750000,74.779999,74.598244,5055500
2022-06-10,73.019997,73.160004,70.739998,71.230003,71.056877,9584900
2022-06-13,69.470001,70.000000,67.139999,67.720001,67.555405,9459400
2022-06-14,67.949997,68.910004,67.529999,68.050003,67.884605,5379700
2022-06-15,68.959999,70.019997,67.800003,69.099998,68.932045,6589400
2022-06-16,67.029999,67.239998,64.849998,65.290001,65.131317,9065300
2022-06-17,65.190002,66.730003,64.540001,66.000000,65.839584,9002200
2022-06-21,67.459999,68.059998,65.709999,65.750000,65.590195,8082000
2022-06-22,64.180000,65.400002,64.169998,64.540001,64.383133,9702300
2022-06-23,64.370003,65.080002,63.080002,64.070000,63.914276,6754300
2022-06-24,64.660004,67.970001,64.419998,67.080002,66.916962,9996300
2022-06-27,67.470001,67.900002,66.139999,66.709999,66.627319,6798300
2022-06-28,67.449997,68.449997,65.360001,65.879997,65.798347,7048700
2022-06-29,65.730003,66.000000,63.279999,63.689999,63.611065,6908200
2022-06-30,62.549999,63.759998,61.759998,63.669998,63.591087,8701900
2022-07-01,63.490002,64.540001,62.209999,63.540001,63.461250,6851600
2022-07-05,61.509998,62.110001,59.930000,62.029999,61.953121,8030600
2022-07-06,61.560001,62.360001,60.730000,61.570000,61.493690,4892300
2022-07-07,62.570000,63.130001,61.939999,63.000000,62.921921,6298800
2022-07-08,62.880001,64.379997,62.200001,63.250000,63.171612,6193300
2022-07-11,62.389999,62.619999,61.419998,61.910000,61.833271,4773800
2022-07-12,61.000000,64.529999,61.000000,63.020000,62.941895,7275900
2022-07-13,62.049999,62.700001,61.209999,62.009998,61.933147,4337300
2022-07-14,61.000000,61.160000,60.000000,61.090000,61.014286,5095900
2022-07-15,62.080002,62.990002,60.990002,62.860001,62.782093,5851200
2022-07-18,64.389999,65.099998,63.330002,63.680000,63.601078,6608900
2022-07-19,64.500000,66.800003,64.480003,66.739998,66.657280,6274200
2022-07-20,66.300003,68.279999,66.050003,67.889999,67.805862,6855700
2022-07-21,67.699997,68.339996,67.099998,68.129997,68.045563,5950500
2022-07-22,68.400002,68.760002,67.839996,68.190002,68.105492,5613000
2022-07-25,67.379997,68.930000,67.029999,68.360001,68.275276,5899100
2022-07-26,69.680000,73.370003,69.150002,71.510002,71.421379,18041100
2022-07-27,72.000000,72.400002,70.099998,71.580002,71.491287,7208400
2022-07-28,74.550003,74.900002,72.910004,73.139999,73.049355,11254000
2022-07-29,73.000000,74.519997,72.430000,73.910004,73.818405,7930700
2022-08-01,73.300003,76.349998,72.690002,75.800003,75.706062,9149200
2022-08-02,75.239998,76.050003,74.320000,74.360001,74.267845,5788200
2022-08-03,74.919998,75.300003,74.059998,74.739998,74.647369,6029800
2022-08-04,74.489998,74.650002,73.559998,73.669998,73.578697,4325400
2022-08-05,73.430000,75.040001,73.199997,74.360001,74.267845,4640200
2022-08-08,75.879997,76.779999,74.860001,75.180000,75.086823,6126400
2022-08-09,75.370003,76.089996,74.870003,74.930000,74.837135,4723400
2022-08-10,76.209999,77.800003,75.910004,77.139999,77.044395,10174800
2022-08-11,78.000000,79.209999,77.959999,78.900002,78.802216,9069800
2022-08-12,79.290001,79.970001,78.559998,79.930000,79.830940,5154500
2022-08-15,79.309998,80.150002,79.080002,79.809998,79.711082,3406100
2022-08-16,79.320000,81.300003,79.139999,81.070000,80.969528,5774500
2022-08-17,80.059998,80.379997,79.260002,79.919998,79.820946,4040300
2022-08-18,79.769997,79.889999,79.010002,79.209999,79.111832,4000400
2022-08-19,78.500000,78.589996,77.269997,77.720001,77.623680,3614700
2022-08-22,76.129997,76.169998,74.360001,74.779999,74.687317,5073400
2022-08-23,74.989998,77.300003,74.919998,76.099998,76.005684,4761400
2022-08-24,76.150002,77.279999,75.879997,76.739998,76.644890,4765700
2022-08-25,77.370003,79.680000,77.309998,78.139999,78.043159,5201700
2022-08-26,78.389999,78.620003,75.209999,75.269997,75.176712,5375900
2022-08-29,74.839996,76.839996,74.279999,76.050003,75.955750,4902400
2022-08-30,76.760002,77.180000,74.330002,75.129997,75.036880,4290300
2022-08-31,75.410004,75.790001,73.360001,73.440002,73.348984,6401000
2022-09-01,73.250000,73.250000,71.430000,73.080002,72.989426,4985500
2022-09-02,73.790001,74.360001,72.110001,72.430000,72.340233,4035600
2022-09-06,72.500000,72.639999,71.139999,72.160004,72.070572,4032700
2022-09-07,71.900002,73.739998,71.720001,73.580002,73.488808,3423100
2022-09-08,72.540001,74.080002,72.080002,73.769997,73.678566,3620100
2022-09-09,74.529999,74.970001,73.680000,74.040001,73.948242,6725800
2022-09-12,74.410004,76.489998,74.260002,75.320000,75.226654,7265300
2022-09-13,73.260002,73.860001,70.620003,70.839996,70.752197,7210800
2022-09-14,70.699997,71.000000,68.680000,70.029999,69.943207,6210300
2022-09-15,69.779999,70.790001,68.750000,68.910004,68.824600,4927300
2022-09-16,65.400002,66.599998,65.180000,66.389999,66.307716,14303700
2022-09-19,65.589996,67.489998,65.459999,67.050003,66.966904,5012200
2022-09-20,66.449997,67.199997,65.940002,66.589996,66.507469,5220800
2022-09-21,67.019997,67.070000,65.160004,65.220001,65.139168,6332800
2022-09-22,65.000000,65.709999,64.519997,65.360001,65.278999,7068300
2022-09-23,64.550003,65.080002,63.549999,64.550003,64.470001,8175400
2022-09-26,64.529999,66.160004,64.209999,64.349998,64.349998,10454600
2022-09-27,64.849998,65.309998,63.509998,64.470001,64.470001,7848000
2022-09-28,64.989998,65.059998,64.190002,64.459999,64.459999,6657700
2022-09-29,63.770000,64.110001,61.919998,62.730000,62.730000,8799700
2022-09-30,62.639999,63.290001,61.880001,61.910000,61.910000,7916200
2022-10-03,62.759998,64.379997,62.150002,63.599998,63.599998,5433800
2022-10-04,64.879997,67.639999,64.870003,67.540001,67.540001,7751300
2022-10-05,66.690002,68.209999,66.050003,67.440002,67.440002,5811400
2022-10-06,66.730003,67.480003,65.790001,66.220001,66.220001,4955100
2022-10-07,65.610001,65.779999,64.099998,64.559998,64.559998,4271600
2022-10-10,65.050003,65.620003,64.059998,64.980003,64.980003,3591200
2022-10-11,64.489998,65.260002,63.080002,64.000000,64.000000,5295900
2022-10-12,63.689999,65.419998,63.060001,64.739998,64.739998,5356900
2022-10-13,63.689999,68.360001,63.189999,67.940002,67.940002,7986400
2022-10-14,68.300003,68.779999,67.190002,67.570000,67.570000,5673300
2022-10-17,68.949997,70.190002,68.430000,68.629997,68.629997,5141100
2022-10-18,70.190002,71.139999,69.930000,70.699997,70.699997,6109700
2022-10-19,70.269997,70.980003,69.339996,70.529999,70.529999,5238500
2022-10-20,70.760002,71.610001,69.830002,69.970001,69.970001,5987100
2022-10-21,70.000000,72.900002,69.750000,72.820000,72.820000,6447700
2022-10-24,73.000000,74.320000,72.769997,73.360001,73.360001,6794100
